".id","Crop","Exp","Label","Trt","Day","DATE","Tmax","Tmin","Radiation","TT","fSolar","Biomass","dBiomass","HI","Yield","F_Temp","F_Heat","F_Water","ARID","I50B","I50A","ETO","MaturityDay"
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,1,2018-05-02,27.88,12.4,21.12,0,0.001,1,0.276553728,0.34,0.34,1,1,1,0,50,280,0,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,2,2018-05-03,28.51,11.86,19.68,20.14,0.0657671475136127,1.277,16.9480487003963,0.34,0.434,1,1,1,0,50,280,4.56122050102592,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,3,2018-05-04,29.14,13.51,20.43,40.325,0.0792498181479303,18.225,21.2007997671904,0.34,6.197,1,1,1,0,50,280,8.82503252106826,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,4,2018-05-05,28.83,14.36,20.33,61.65,0.096179910349587,39.425,25.6039723735996,0.34,13.405,1,1,1,0,50,280,13.3416914468707,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,5,2018-05-06,28.32,14.99,17.99,83.245,0.116519670273648,65.029,27.4483355160584,0.34,22.11,1,1,1,0,50,280,17.8495819162484,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,6,2018-05-07,26.63,15.62,15.77,104.9,0.140525057533276,92.478,29.018240011746,0.34,31.443,1,1,1,0,50,280,21.8344713135375,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,7,2018-05-08,26.02,14.05,16.65,126.025,0.167743039342893,121.496,36.5716326652868,0.34,41.309,1,1,1,0,50,280,25.2764179810387,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,8,2018-05-09,25.86,15.01,15.1,146.06,0.197228308373351,158.068,38.9970540535764,0.34,53.743,1,1,1,0,50,280,28.8399175131356,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,9,2018-05-10,26.23,14.38,18.52,166.495,0.231068828505057,197.065,56.0361060109271,0.34,67.002,1,1,1,0,50,280,32.0902088281716,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,10,2018-05-11,27.19,12.87,18.67,186.8,0.26839317738012,253.101,65.6147371006162,0.34,86.054,1,1,1,0,50,280,36.0742915878012,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,11,2018-05-12,28.4,14.01,15.66,206.83,0.30858069578425,318.715,63.2770341246583,0.34,108.363,1,1,1,0,50,280,40.0884155074286,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,12,2018-05-13,27.12,16.4,15.56,228.035,0.354287375082452,381.993,72.1856502025915,0.34,129.878,1,1,1,0,50,280,43.5342437671572,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,13,2018-05-14,26.46,17.39,11.37,249.795,0.403803599276105,454.178,60.1196237186049,0.34,154.421,1,1,1,0,50,280,46.9705317854112,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,14,2018-05-15,27.15,14.7,17.46,271.72,0.455346227310598,514.298,104.104999255122,0.34,174.861,1,1,1,0,50,280,49.4814954594181,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,15,2018-05-16,28.08,14.41,16.27,292.645,0.504991922402767,618.403,107.586452541125,0.34,210.257,1,1,1,0,50,280,53.2881341246746,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,16,2018-05-17,27.68,15.61,13.42,313.89,0.554727130309907,725.989,97.4804501094453,0.34,246.836,1,1,1,0,50,280,56.8659685606742,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,17,2018-05-18,26.32,16.19,12.59,335.535,0.603607141896521,823.47,99.509765587919,0.34,279.98,1,1,1,0,50,280,59.830800130476,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,18,2018-05-19,25.56,16.48,5.87,356.79,0.648913124261352,922.979,49.8781414441045,0.34,313.813,1,1,1,0,50,280,62.5809357051397,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,19,2018-05-20,21.01,8.13,15.33,377.81,0.690394499567015,972.858,134.614974599028,0.34,330.772,0.971333333333333,1,1,0,50,280,63.8546637780306,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,20,2018-05-21,24.94,4.83,18.97,392.38,0.71695825209115,1107.473,176.727600926647,0.34,376.541,0.992333333333333,1,1,0,50,280,66.7846397557111,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,21,2018-05-22,26.84,7.54,18.51,407.265,0.742136244371735,1284.2,179.877011796956,0.34,436.628,1,1,1,0,50,280,70.4942148405206,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,22,2018-05-23,27.26,9.31,19.53,424.455,0.768700343484734,1464.077,196.582530758999,0.34,497.786,1,1,1,0,50,280,74.289234548999,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,23,2018-05-24,26.67,9.4,17.87,442.74,0.794022495789233,1660.66,185.798824777573,0.34,564.624,1,1,1,0,50,280,78.3732633447557,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,24,2018-05-25,25.65,12.98,13.97,460.775,0.816135235406187,1846.459,149.294613134244,0.34,627.796,1,1,1,0,50,280,82.0859479811001,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,25,2018-05-26,24.96,13.28,17.51,480.09,0.836846962833421,1995.753,191.874735315905,0.34,678.556,1,1,1,0,50,280,85.0371738249468,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,26,2018-05-27,25.02,13.15,17.13,499.21,0.854560949619537,2187.628,191.684064454698,0.34,743.794,1,1,1,0,50,280,88.714306839548,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,27,2018-05-28,24.12,11.37,17.6,518.295,0.86974198747726,2379.312,200.441990862471,0.34,808.966,1,1,1,0,50,280,92.3104713622121,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,28,2018-05-29,23.01,11.69,15.53,536.04,0.88185564170512,2579.754,179.330664093967,0.34,877.116,1,1,1,0,50,280,95.911419128601,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,29,2018-05-30,22.86,11.08,15.11,553.39,0.892047735474422,2759.085,176.497339296358,0.34,938.089,1,1,1,0,50,280,99.0532475034168,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,30,2018-05-31,24.66,9.74,18.04,570.36,0.90062290556698,2935.582,212.747823006799,0.34,998.098,1,1,1,0,50,280,102.088604223542,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,31,2018-06-01,26.61,11.28,16.89,587.56,0.90808122451161,3148.33,200.835253699675,0.34,1070.432,1,1,1,0,50,280,105.754364550416,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,32,2018-06-02,27.56,13.9,15.99,606.505,0.915049655279856,3349.165,191.592599035484,0.34,1138.716,1,1,1,0,50,280,109.314969441202,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,33,2018-06-03,27.43,15.19,16.03,627.235,0.921396184680504,3540.758,193.404037116907,0.34,1203.858,1,1,1,0,50,280,112.796076381577,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,34,2018-06-04,25.94,14.99,15.19,648.545,0.926751616872796,3734.162,184.334544290363,0.34,1269.615,1,1,1,0,50,280,116.315806574909,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,35,2018-06-05,26.85,14.01,14.53,669.01,0.930967941585072,3918.496,177.127479905656,0.34,1332.289,1,1,1,0,50,280,119.588059294718,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,36,2018-06-06,27.55,14.16,11.77,689.44,0.934427078706967,4095.624,144.014918026979,0.34,1392.512,1,1,1,0,50,280,122.72766766908,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,37,2018-06-07,27.24,15.71,12.38,710.295,0.937319389580733,4239.639,151.947601484783,0.34,1441.477,1,1,1,0,50,280,125.294973015149,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,38,2018-06-08,27.36,14.67,13,731.77,0.939743547535378,4391.586,159.969912815014,0.34,1493.139,1,1,1,0,50,280,128.018225723875,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,39,2018-06-09,28.36,14.15,14.37,752.785,0.941670483525581,4551.556,177.19086540509,0.34,1547.529,1,1,1,0,50,280,130.858807143867,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,40,2018-06-10,28.2,16.2,15.93,774.04,0.94325409469131,4728.747,196.756948431188,0.34,1607.774,1,1,1,0,50,280,134.022742895388,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,41,2018-06-11,25.62,15.54,13.36,796.24,0.944589451950831,4925.504,165.24759711819,0.34,1674.671,1,1,1,0,50,280,137.579294061254,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,42,2018-06-12,29.04,15.21,16.4,816.82,0.945591165785034,5090.752,203.063962964591,0.34,1730.856,1,1,1,0,50,280,140.458919266302,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,43,2018-06-13,29.56,17.92,16.43,838.945,0.946462989540293,5293.815,203.622986460984,0.34,1799.897,1,1,1,0,50,280,144.127949773487,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,44,2018-06-14,28.68,15.1,15.48,862.685,0.947208249068542,5497.438,192.000354823416,0.34,1869.129,1,1,1,0,50,280,147.901416764516,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,45,2018-06-15,28.35,14.63,15.04,884.575,0.947755805006426,5689.439,186.650815940665,0.34,1934.409,1,1,1,0,50,280,151.347475102597,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,46,2018-06-16,28.3,14.96,14.29,906.065,0.948188955406218,5876.09,177.424146390121,0.34,1997.871,1,1,1,0,50,280,154.670848164518,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,47,2018-06-17,26.54,14.94,14.61,927.695,0.948540674020971,6053.514,181.464542337762,0.34,2058.195,1,1,1,0,50,280,157.834704837258,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,48,2018-06-18,25.44,13.65,15.87,948.435,0.948813672455318,6234.978,197.171193093745,0.34,2119.893,1,1,1,0,50,280,161.003177733882,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,49,2018-06-19,24.85,13.26,11.13,967.98,0.949024071386071,6432.15,138.311405907982,0.34,2186.931,1,1,1,0,50,280,164.36538887377,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,50,2018-06-20,25.8,13.14,16.13,987.035,0.949193246887508,6570.461,200.481641919466,0.34,2233.957,1,1,1,0,50,280,166.699200652911,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,51,2018-06-21,26.47,11.62,15.74,1006.505,0.949335876622391,6770.943,195.663683482768,0.34,2302.121,1,1,1,0,50,280,170.117319980204,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,52,2018-06-22,26.77,13.14,13.59,1025.55,0.94945097763508,6966.606,168.957551080194,0.34,2368.646,1,1,1,0,50,280,173.438979043617,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,53,2018-06-23,26.13,12.76,12.12,1045.505,0.949550249164942,7135.564,150.697544285905,0.34,2426.092,1,1,1,0,50,280,176.35254481066,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,54,2018-06-24,27.01,13.97,9.61,1064.95,0.949629694851026,7286.261,119.498726642832,0.34,2477.329,1,1,1,0,50,280,178.923277727675,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,55,2018-06-25,27.46,12.44,15.5,1085.44,0.949698279946267,7405.76,192.75380193239,0.34,2517.958,1,1,1,0,50,280,181.003059657469,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,56,2018-06-26,27.51,15.65,13.04,1105.39,0.949752834771125,7598.514,162.171223495936,0.34,2583.495,1,1,1,0,50,280,184.334960616117,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,57,2018-06-27,27.71,13.36,11.85,1126.97,0.949800800356049,7760.685,147.37929846216,0.34,2638.633,1,1,1,0,50,280,187.211062043382,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,58,2018-06-28,26.98,11.9,16.7,1147.505,0.949837773017072,7908.064,207.707180774412,0.34,2688.742,1,1,1,0,50,280,189.784507584168,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,59,2018-06-29,26.14,11.17,17.44,1166.945,0.949866429870629,8115.772,216.917516278956,0.34,2759.362,1,1,1,0,50,280,193.338500619616,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,60,2018-06-30,27.79,11.4,17.28,1185.6,0.949889158574412,8332.689,214.932590174076,0.34,2833.114,1,1,1,0,50,280,196.990827779298,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,61,2018-07-01,28.41,14.5,16,1205.195,0.949876525175927,8547.622,199.009010740218,0.34,2906.191,1,1,1,0,50,280,200.689309678971,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,62,2018-07-02,28.41,13.7,15.92,1226.65,0.949846981905528,8746.631,198.007807012231,0.34,2973.855,1,1,1,0,50,280,204.223722194518,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,63,2018-07-03,29.39,14.44,17.48,1247.705,0.949811128208807,8944.639,217.40237551456,0.34,3041.177,1,1,1,0,50,280,207.718756885327,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,64,2018-07-04,28.33,12.62,17.55,1269.62,0.949764862671522,9162.041,218.262347861793,0.34,3115.094,1,1,1,0,50,280,211.622107707651,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,65,2018-07-05,27.49,12.73,17.06,1290.095,0.949711451413623,9380.303,212.156481797403,0.34,3189.303,1,1,1,0,50,280,215.43909606411,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,66,2018-07-06,27.81,11.48,17.89,1310.205,0.949647201938952,9592.46,222.463229143932,0.34,3261.436,1,1,1,0,50,280,219.116076886142,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,67,2018-07-07,27.76,10.71,18.23,1329.85,0.949570653099812,9814.923,226.672876609892,0.34,3337.074,1,1,1,0,50,280,222.948472482053,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,68,2018-07-08,29.65,14.54,18.14,1349.085,0.949479640787182,10041.596,225.532193018991,0.34,3414.143,1,1,1,0,50,280,226.827449485475,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,69,2018-07-09,29.69,14,17.55,1371.18,0.94935106410308,10267.128,218.167254170038,0.34,3490.824,1,1,1,0,50,280,230.893329530395,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,70,2018-07-10,28.66,13.51,15.21,1393.025,0.949192763101829,10485.295,189.046758798013,0.34,3565,1,1,1,0,50,280,234.812610722172,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,71,2018-07-11,24.94,12.62,14.03,1414.11,0.949003481458463,10674.342,174.345635562164,0.34,3629.276,1,1,1,0,50,280,238.15656949075,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,72,2018-07-12,26.93,10.22,16.6,1432.89,0.948797869039564,10848.688,206.237384351438,0.34,3688.554,1,1,1,0,50,280,241.086397280929,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,73,2018-07-13,29.05,12.4,15.31,1451.465,0.948552862423079,11054.925,190.161385512222,0.34,3758.674,1,1,1,0,50,280,244.569458012584,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,74,2018-07-14,27.83,12.84,15.2,1472.19,0.948220225304999,11245.086,188.728898757153,0.34,3823.329,1,1,1,0,50,280,247.921703436475,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,75,2018-07-15,27.44,12.06,17.43,1492.525,0.947819804820042,11433.815,208.950401775266,0.34,3887.497,1,1,0.965905059580875,0.0852373510478116,50,280,251.21385537731,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,76,2018-07-16,27.77,11.34,17.89,1512.275,0.947345082919616,11642.766,204.802678997863,0.34,3958.54,1,1,0.922850780922342,0.192873047694146,50.8523735104781,280,254.94845242026,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,77,2018-07-17,27.18,11.33,18.58,1531.83,0.946746098684721,11847.568,203.39663382651,0.34,4028.173,1,1,0.883037046161844,0.29240738459539,52.7811039874196,280,258.7747500877,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,78,2018-07-18,27.23,12.48,15.71,1551.085,0.945981598619652,12050.965,175.074976388351,0.34,4097.328,1,1,0.899662460771745,0.250843848070637,55.7051778333735,280,262.720283645516,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,79,2018-07-19,28.46,11.62,19.01,1570.94,0.944959055940969,12226.04,193.38442532251,0.34,4156.854,1,1,0.82213054221641,0.444673644458974,58.2136163140798,280,266.089160325692,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,80,2018-07-20,28.98,11.24,18.9,1590.98,0.943692517962493,12419.424,187.152029658351,0.34,4222.604,1,1,0.801339631684162,0.496650920789594,62.6603527586696,280,270.197606570023,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,81,2018-07-21,30.14,13.76,18.9,1611.09,0.941951726829435,12606.576,180.926095384442,0.34,4286.236,1,1,0.776113354758304,0.55971661310424,67.6268619665655,280,274.295163972879,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,82,2018-07-22,27.47,12.08,17.56,1633.04,0.939493339918815,12787.503,168.305023675002,0.34,4347.751,1,1,0.779100097337997,0.552249756655008,73.2240280976079,280,278.529940104894,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,83,2018-07-23,26.67,12.74,18.24,1652.815,0.936501994515868,12955.808,169.220315107806,0.34,4404.975,1,1,0.756542543859753,0.608643640350619,78.746525664158,280,282.294336555144,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,84,2018-07-24,26.23,11.33,17.23,1672.52,0.932699280487711,13125.028,158.314041677565,0.34,4462.51,1,1,0.752327459877646,0.619181350305884,84.8329620676642,280,286.187720383258,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,85,2018-07-25,25.47,12.08,18.33,1691.3,0.927928562098537,13283.342,162.553778027997,0.34,4516.336,1,1,0.729851418863822,0.675371452840444,91.024775570723,280,289.804731453259,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,86,2018-07-26,26.15,10.73,18.72,1710.075,0.921854563532343,13445.896,161.626162317098,0.34,4571.605,1,1,0.715249896066103,0.711875259834743,97.7784900991275,280,293.640476819547,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,87,2018-07-27,27.01,10.73,18.74,1728.515,0.914095247217177,13607.522,157.686911366662,0.34,4626.557,1,1,0.702989771212166,0.742525571969584,104.897242697475,280,297.547305403983,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,88,2018-07-28,28.5,11.44,19.37,1747.385,0.903955752347186,13765.209,157.738861942352,0.34,4680.171,1,1,0.687980781137194,0.780048047157014,112.322498417171,280,301.499508336726,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,89,2018-07-29,29.43,12.3,19.73,1767.355,0.89035584291195,13922.948,155.662483442765,0.34,4733.802,1,1,0.676717882820711,0.808205292948223,120.122978888741,280,305.681796438646,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,90,2018-07-30,29.91,13.01,19.33,1788.22,0.872178060526641,14078.61,147.912536390458,0.34,4786.727,1,1,0.670011673033607,0.824970817415982,128.205031818223,280,310.017639770076,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,91,2018-07-31,30.71,16.15,15.58,1809.68,0.848294790687089,14226.523,117.08133471075,0.34,4837.018,1,1,0.676531165621197,0.808672085947007,136.454739992383,280,314.312689187118,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,92,2018-08-01,28.22,13.53,10.11,1833.11,0.815744051295255,14343.604,78.3787577453531,0.34,4876.825,1,1,0.725784520768986,0.685538698077535,144.541460851853,280,317.889742379292,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,93,2018-08-02,27.62,15.26,12.15,1853.985,0.778773835011287,14421.983,88.5847775929864,0.34,4903.474,1,1,0.714966784435759,0.712583038910602,151.396847832628,280,320.101425245814,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,94,2018-08-03,28.61,14.48,15.41,1875.425,0.735423718610999,14510.568,114.779698600139,0.34,4933.593,1,1,0.773462398368166,0.566344004079585,158.522678221734,280,322.776569252842,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,95,2018-08-04,27.42,16.23,11.7,1896.97,0.684117119581979,14625.347,91.7192418191353,0.34,4972.618,1,1,0.875101709947857,0.312245725130359,164.18611826253,280,326.188003951866,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,96,2018-08-05,28.26,14.57,13.89,1918.795,0.628468165418471,14717.066,92.9610722940523,0.34,5003.802,1,1,0.813261085425316,0.46684728643671,167.308575513834,280,328.777428434201,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,97,2018-08-06,28.4,16.28,11.76,1940.21,0.574402946491348,14810.028,73.9501887349993,0.34,5035.41,1,1,0.836045093767567,0.409887265581083,171.977048378201,280,331.84207106083,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,98,2018-08-07,28.32,15.8,13.41,1962.55,0.511675118681548,14883.978,71.0069577899528,0.34,5060.553,1,1,0.790300444175269,0.524248889561827,176.075921034012,280,334.475239062026,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,99,2018-08-08,28.65,15.01,16.29,1984.61,0.44964506006133,14954.985,73.5911428891093,0.34,5084.695,1,1,0.767271441219154,0.581821396952114,181.31840992963,280,337.464143985444,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,100,2018-08-09,29.51,14.56,16.35,2006.44,0.386374229090604,15028.576,62.1190591227349,0.34,5109.716,1,1,0.750954038545915,0.622614903635212,187.136623899151,280,341.086771353232,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,101,2018-08-10,29.29,13.23,19.5,2028.475,0.324531954275251,15090.695,59.3299502638789,0.34,5130.836,1,1,0.715972438736146,0.710068903159635,193.362772935503,280,344.746148369264,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,102,2018-08-11,29.1,7.07,22.42,2049.735,0.268590076698395,15150.025,54.8771826064465,0.34,5151.008,1,1,0.695954154577794,0.760114613555515,200.4634619671,280,349.055375299574,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,103,2018-08-12,28.46,7.65,22.27,2067.82,0.222815761561027,15204.902,44.677171772133,0.34,5169.667,1,1,0.687596953392987,0.781007616517532,208.064608102655,280,353.763617571839,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,104,2018-08-13,28.62,8.22,21.97,2085.875,0.182056941980512,15249.579,35.6014536409473,0.34,5184.857,1,1,0.679743130227505,0.800642174431236,215.87468426783,280,358.42593688675,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,105,2018-08-14,29.88,9.51,21.27,2104.295,0.14653158871365,15285.181,27.449653956064,0.34,5196.962,1,1,0.672593277570015,0.818516806074964,223.881106012142,280,363.055778852771,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,106,2018-08-15,31.19,11.35,21.45,2123.99,0.115383491370917,15312.63,21.4924952232821,0.34,5206.294,1,1,0.66317823251557,0.842054418711074,232.066274072892,280,367.653381899248,2018-08-17
"Daily","wheat","BRS264","RIOPA_18_irrigated",1,107,2018-08-16,26.14,13.95,10.38,2145.26,0.0886935865131441,15334.123,8.76639603800555,0.34,5213.602,1,1,0.727186676358214,0.682033309104464,240.486818260003,280,372.428991709491,2018-08-17
